event_date,ativo,motivos,selected_motivo,avg_similarity,historical_events_used,reference_dates,reference_motivos,applied_scale,source,status
2022-01-13,EXXO34,"[""Alta do preço internacional do petróleo"", ""Otimismo com recuperação econômica global"", ""Alta nos preços internacionais do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Alta nos preços internacionais do petróleo,0.999999999998999,5,"[""2021-09-22"", ""2021-12-21"", ""2021-08-23"", ""2021-05-12"", ""2021-04-01""]","[""Alta nos preços internacionais do petróleo"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global"", ""Otimismo com recuperação econômica global""]",0.3,seq,applied
2022-01-14,EXXO34,"[""Alta nos preços do petróleo"", ""Otimismo global com o setor de energia"", ""Alta do preço internacional do petróleo"", ""Expectativas positivas para o setor de energia"", ""Valorização do petróleo no mercado internacional"", ""Otimismo com o setor de óleo e gás brasileiro""]",Otimismo global com o setor de energia,0.9999999999989988,5,"[""2022-01-06"", ""2022-01-05"", ""2022-01-06"", ""2022-01-04"", ""2021-10-01""]","[""Otimismo global com o setor de energia"", ""Expectativas positivas para o setor de energia"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2022-01-18,EXXO34,"[""Alta nos preços do petróleo"", ""Perspectiva positiva para demanda global de energia"", ""Alta do preço do petróleo"", ""Perspectivas positivas para o setor de óleo e gás""]",Alta nos preços do petróleo,0.9999999999989994,5,"[""2022-01-14"", ""2021-12-21"", ""2021-09-23"", ""2021-09-15"", ""2021-09-13""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2022-01-19,EXXO34,"[""Queda das ações da Exxon Mobil nos EUA"", ""Temores sobre política monetária mais restritiva nos EUA""]",Queda das ações da Exxon Mobil nos EUA,0.9514126560078546,5,"[""2021-12-30"", ""2021-06-17"", ""2021-05-18"", ""2020-12-23"", ""2021-07-14""]","[""Queda das ações da Exxon Mobil nos EUA"", ""Expectativa de política monetária mais restritiva nos EUA"", ""Queda das ações da Exxon Mobil nos EUA"", ""Alta das ações da Exxon Mobil nos EUA"", ""Desempenho negativo das ações da Exxon Mobil nos EUA""]",0.3,seq,applied
2022-01-21,EXXO34,"[""Aversão ao risco nos mercados globais"", ""Expectativa de alta dos juros nos EUA"", ""Queda generalizada do Ibovespa"", ""Aversão ao risco em mercados globais""]",Aversão ao risco nos mercados globais,0.8897331627893894,5,"[""2021-03-31"", ""2021-03-31"", ""2021-06-18"", ""2021-05-11"", ""2022-01-19""]","[""Aversão ao risco nos mercados globais"", ""Aversão ao risco nos mercados globais"", ""expectativa de alta de juros nos EUA"", ""Temores de inflação e possível aperto monetário nos EUA"", ""Temores sobre política monetária mais restritiva nos EUA""]",0.3,seq,applied
2022-01-25,EXXO34,"[""Tensões geopolíticas entre Rússia e Ucrânia"", ""Preocupações com oferta global de petróleo"", ""Alta do preço do petróleo"", ""Tensões geopolíticas Rússia-Ucrânia"", ""Alta do preço internacional do petróleo"", ""Expectativa positiva para resultados financeiros"", ""Alta nos preços internacionais do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Alta nos preços internacionais do petróleo,0.9999999999989988,5,"[""2021-09-22"", ""2021-03-26"", ""2021-03-05"", ""2021-03-04"", ""2021-03-26""]","[""Alta nos preços internacionais do petróleo"", ""Alta do preço internacional do petróleo"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Preocupações com oferta global de petróleo""]",0.3,seq,applied
2022-01-26,EXXO34,"[""Tensões geopolíticas entre Rússia e Ucrânia"", ""Preocupações com oferta restrita de petróleo"", ""Alta do preço do petróleo"", ""Expectativa positiva para resultados financeiros""]",Tensões geopolíticas entre Rússia e Ucrânia,0.9902198568250297,5,"[""2022-01-25"", ""2022-01-25"", ""2021-03-05"", ""2021-03-04"", ""2022-01-25""]","[""Tensões geopolíticas entre Rússia e Ucrânia"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Tensões geopolíticas Rússia-Ucrânia""]",0.3,seq,applied
2022-01-28,EXXO34,"[""realização de lucros após alta recente"", ""queda dos preços internacionais do petróleo""]",queda dos preços internacionais do petróleo,0.8929138574669819,5,"[""2021-08-19"", ""2021-02-09"", ""2021-06-17"", ""2021-05-11"", ""2021-04-08""]","[""Queda do preço internacional do petróleo"", ""Realização de lucros após alta anterior"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-02-01,EXXO34,"[""realização de lucros"", ""expectativa pela reunião da OPEP+"", ""Divulgação de resultados trimestrais acima do esperado"", ""Alta nos preços do petróleo"", ""Alta do preço internacional do petróleo"", ""Otimismo com o setor de energia""]",Alta nos preços do petróleo,0.9999999999989996,5,"[""2022-01-04"", ""2021-10-26"", ""2021-10-19"", ""2021-10-01"", ""2021-06-01""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2022-02-02,EXXO34,"[""Oscilação do preço internacional do petróleo"", ""Movimento geral de realização de lucros no mercado brasileiro""]",Oscilação do preço internacional do petróleo,0.7973505225984763,5,"[""2021-08-19"", ""2021-03-26"", ""2021-07-14"", ""2021-06-17"", ""2021-05-25""]","[""Queda do preço internacional do petróleo"", ""Alta do preço internacional do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-02-04,EXXO34,"[""Tensões geopolíticas entre Rússia e Ucrânia"", ""Preocupações com restrições na oferta global de petróleo"", ""Resultados trimestrais acima do esperado"", ""Alta dos preços do petróleo"", ""Alta do preço internacional do petróleo"", ""Expectativa positiva para resultados trimestrais""]",Resultados trimestrais acima do esperado,0.9999999999989987,5,"[""2021-11-01"", ""2022-01-26"", ""2022-01-25"", ""2022-01-26"", ""2021-05-03""]","[""Resultados trimestrais acima do esperado"", ""Tensões geopolíticas entre Rússia e Ucrânia"", ""Tensões geopolíticas entre Rússia e Ucrânia"", ""Preocupações com oferta restrita de petróleo"", ""Alta dos preços do petróleo""]",0.3,seq,applied
2022-02-08,EXXO34,"[""realização de lucros após altas recentes"", ""expectativas de avanço nas negociações nucleares entre EUA e Irã"", ""realização de lucros após altas recentes"", ""queda dos preços do petróleo""]",realização de lucros após altas recentes,0.9999999999989987,5,"[""2021-03-09"", ""2021-03-09"", ""2021-03-08"", ""2021-03-08"", ""2021-06-21""]","[""realização de lucros após altas recentes"", ""realização de lucros após altas recentes"", ""realização de lucros após altas recentes"", ""realização de lucros após altas recentes"", ""Atraso nas negociações nucleares com o Irã""]",0.3,seq,applied
2022-02-09,EXXO34,"[""Alta do preço do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta do preço do petróleo,0.968987430760099,5,"[""2022-01-25"", ""2021-03-05"", ""2021-03-04"", ""2022-01-14"", ""2021-12-21""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2022-02-11,EXXO34,"[""Tensões geopolíticas entre Rússia e Ucrânia"", ""Perspectiva de oferta restrita e demanda forte"", ""Alta do preço do petróleo"", ""Desempenho positivo das ações da Exxon Mobil nos EUA"", ""Alta nos preços internacionais do petróleo"", ""Expectativa de resultados financeiros positivos da Petrobras"", ""Alta dos preços internacionais do petróleo"", ""Expectativas positivas sobre resultados operacionais da PRIO""]",Alta do preço do petróleo,0.9999999999989985,5,"[""2022-01-25"", ""2021-09-22"", ""2022-02-04"", ""2022-01-26"", ""2022-01-25""]","[""Alta do preço do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Tensões geopolíticas entre Rússia e Ucrânia"", ""Tensões geopolíticas entre Rússia e Ucrânia"", ""Tensões geopolíticas entre Rússia e Ucrânia""]",0.3,seq,applied
2022-02-14,EXXO34,"[""Tensões geopolíticas entre Rússia e Ucrânia"", ""Temor de interrupção no fornecimento de petróleo"", ""Tensões geopolíticas entre Rússia e Ucrânia"", ""Queda nos preços internacionais do petróleo"", ""Queda do preço internacional do petróleo"", ""Incertezas sobre política de preços da Petrobras"", ""Alta do preço do petróleo"", ""Perspectivas positivas para o setor de óleo e gás""]",Alta do preço do petróleo,0.999999999998999,5,"[""2022-02-11"", ""2022-01-25"", ""2021-12-17"", ""2021-11-30"", ""2021-11-26""]","[""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-02-15,EXXO34,"[""Redução das tensões geopolíticas entre Rússia e Ucrânia"", ""Realização de lucros após altas anteriores"", ""Queda do preço internacional do petróleo"", ""Possível retomada das exportações de petróleo do Irã"", ""realização de lucros"", ""queda nos preços internacionais do petróleo""]",queda nos preços internacionais do petróleo,0.999999999998999,5,"[""2021-12-17"", ""2022-02-01"", ""2021-05-25"", ""2021-05-11"", ""2021-04-05""]","[""Queda nos preços internacionais do petróleo"", ""realização de lucros"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-02-16,EXXO34,"[""Oscilação nos preços internacionais do petróleo"", ""Movimento geral de realização de lucros no mercado brasileiro""]",Oscilação nos preços internacionais do petróleo,0.7830459216697765,5,"[""2021-09-22"", ""2022-02-14"", ""2021-11-30"", ""2021-11-26"", ""2021-10-27""]","[""Alta nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-02-17,EXXO34,"[""Redução das tensões entre Rússia e Ucrânia"", ""Aumento dos estoques de petróleo nos EUA""]",Redução das tensões entre Rússia e Ucrânia,0.999999999998999,5,"[""2022-02-15"", ""2021-11-17"", ""2021-11-10"", ""2021-04-08"", ""2021-03-18""]","[""Redução das tensões geopolíticas entre Rússia e Ucrânia"", ""Aumento dos estoques de petróleo nos EUA"", ""Aumento dos estoques de petróleo nos EUA"", ""Aumento dos estoques de petróleo nos EUA"", ""Aumento dos estoques de petróleo nos EUA""]",0.3,seq,applied
2022-02-18,EXXO34,"[""Oscilação nos preços internacionais do petróleo"", ""Movimento geral de realização de lucros no mercado brasileiro""]",Oscilação nos preços internacionais do petróleo,0.7830459216697765,5,"[""2021-09-22"", ""2022-02-14"", ""2021-11-30"", ""2021-11-26"", ""2021-10-27""]","[""Alta nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-02-21,EXXO34,"[""Alta do preço internacional do petróleo"", ""Expectativa positiva para resultados financeiros"", ""Alta do preço internacional do petróleo"", ""Otimismo com o setor de óleo e gás""]",Alta do preço internacional do petróleo,0.9418375838800044,5,"[""2021-03-26"", ""2021-03-26"", ""2022-02-11"", ""2022-01-25"", ""2022-01-25""]","[""Alta do preço internacional do petróleo"", ""Alta do preço internacional do petróleo"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo""]",0.3,seq,applied
2022-02-22,EXXO34,"[""Escalada das tensões entre Rússia e Ucrânia"", ""Temor de interrupções no fornecimento global de petróleo"", ""Aversão ao risco devido à escalada das tensões entre Rússia e Ucrânia"", ""Queda generalizada do mercado brasileiro""]",Temor de interrupções no fornecimento global de petróleo,0.8145789153380697,5,"[""2022-02-14"", ""2022-02-04"", ""2022-01-26"", ""2022-01-25"", ""2022-02-14""]","[""Temor de interrupção no fornecimento de petróleo"", ""Preocupações com restrições na oferta global de petróleo"", ""Preocupações com oferta restrita de petróleo"", ""Preocupações com oferta global de petróleo"", ""Tensões geopolíticas entre Rússia e Ucrânia""]",0.3,seq,applied
2022-02-24,EXXO34,"[""Invasão da Ucrânia pela Rússia"", ""Temor de interrupção no fornecimento global de petróleo"", ""Invasão da Ucrânia pela Rússia"", ""Aversão global ao risco nos mercados""]",Aversão global ao risco nos mercados,0.8826373395392532,5,"[""2022-01-21"", ""2021-03-31"", ""2022-02-14"", ""2022-02-04"", ""2022-01-26""]","[""Aversão ao risco nos mercados globais"", ""Aversão ao risco nos mercados globais"", ""Temor de interrupção no fornecimento de petróleo"", ""Preocupações com restrições na oferta global de petróleo"", ""Preocupações com oferta restrita de petróleo""]",0.3,seq,applied
2022-02-25,EXXO34,"[""Alta dos preços do petróleo devido à guerra na Ucrânia"", ""Perspectiva de maiores receitas para empresas de energia"", ""Divulgação de resultados financeiros positivos"", ""Alta nos preços internacionais do petróleo""]",Alta nos preços internacionais do petróleo,0.9531141054036987,5,"[""2021-09-22"", ""2021-02-05"", ""2021-10-19"", ""2021-05-17"", ""2021-10-08""]","[""Alta nos preços internacionais do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta nos preços do petróleo"", ""Alta dos preços internacionais do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2022-02-28,EXXO34,"[""Escalada da guerra entre Rússia e Ucrânia"", ""Sanções econômicas à Rússia afetando o mercado de petróleo""]",Escalada da guerra entre Rússia e Ucrânia,0.7644251895261484,5,"[""2022-02-14"", ""2022-02-14"", ""2022-02-11"", ""2022-02-04"", ""2022-01-26""]","[""Tensões geopolíticas entre Rússia e Ucrânia"", ""Tensões geopolíticas entre Rússia e Ucrânia"", ""Tensões geopolíticas entre Rússia e Ucrânia"", ""Tensões geopolíticas entre Rússia e Ucrânia"", ""Tensões geopolíticas entre Rússia e Ucrânia""]",0.3,seq,applied
2022-03-01,EXXO34,"[""Escalada da guerra entre Rússia e Ucrânia"", ""Temores de sanções e restrições à oferta de petróleo russo""]",Escalada da guerra entre Rússia e Ucrânia,0.810615568506131,5,"[""2022-02-28"", ""2022-02-28"", ""2022-02-14"", ""2022-02-14"", ""2022-02-11""]","[""Escalada da guerra entre Rússia e Ucrânia"", ""Sanções econômicas à Rússia afetando o mercado de petróleo"", ""Tensões geopolíticas entre Rússia e Ucrânia"", ""Tensões geopolíticas entre Rússia e Ucrânia"", ""Tensões geopolíticas entre Rússia e Ucrânia""]",0.3,seq,applied
2022-03-02,EXXO34,"[""Escalada da guerra entre Rússia e Ucrânia"", ""Temor de restrições à oferta global de petróleo""]",Escalada da guerra entre Rússia e Ucrânia,0.9416498398659325,5,"[""2022-03-01"", ""2022-02-28"", ""2022-02-04"", ""2022-01-26"", ""2022-01-25""]","[""Escalada da guerra entre Rússia e Ucrânia"", ""Escalada da guerra entre Rússia e Ucrânia"", ""Preocupações com restrições na oferta global de petróleo"", ""Preocupações com oferta restrita de petróleo"", ""Preocupações com oferta global de petróleo""]",0.3,seq,applied
2022-03-03,EXXO34,"[""volatilidade devido à guerra na Ucrânia"", ""expectativa de liberação de reservas estratégicas""]",expectativa de liberação de reservas estratégicas,0.8125694420367328,5,"[""2021-11-19"", ""2021-11-10"", ""2021-10-27"", ""2021-11-17"", ""2021-11-23""]","[""Expectativa de liberação de reservas estratégicas de petróleo"", ""Expectativa de liberação de reservas estratégicas dos EUA"", ""Expectativa de liberação de reservas estratégicas americanas"", ""Possível liberação de reservas estratégicas por grandes consumidores"", ""Liberação coordenada de reservas estratégicas por EUA e outros países""]",0.3,seq,applied
2022-03-04,EXXO34,"[""Escalada da guerra entre Rússia e Ucrânia"", ""Temor de restrições na oferta global de petróleo devido a sanções"", ""Alta dos preços do petróleo"", ""Tensões geopolíticas envolvendo Rússia e Ucrânia""]",Escalada da guerra entre Rússia e Ucrânia,0.9999999999989987,5,"[""2022-03-02"", ""2022-03-01"", ""2022-02-28"", ""2022-02-04"", ""2021-05-03""]","[""Escalada da guerra entre Rússia e Ucrânia"", ""Escalada da guerra entre Rússia e Ucrânia"", ""Escalada da guerra entre Rússia e Ucrânia"", ""Alta dos preços do petróleo"", ""Alta dos preços do petróleo""]",0.3,seq,applied
2022-03-07,EXXO34,"[""Temor de interrupção no fornecimento global de petróleo"", ""Possibilidade de sanções ao petróleo russo devido à guerra na Ucrânia"", ""Alta dos preços do petróleo"", ""Tensões geopolíticas envolvendo Rússia e Ucrânia"", ""Escalada do conflito Rússia-Ucrânia"", ""Alta volatilidade e incerteza nos preços do petróleo"", ""avaliação negativa do mercado brasileiro"", ""volatilidade internacional devido à guerra na Ucrânia""]",Temor de interrupção no fornecimento global de petróleo,0.999999999998999,5,"[""2022-02-24"", ""2022-03-04"", ""2022-02-04"", ""2022-03-04"", ""2021-05-03""]","[""Temor de interrupção no fornecimento global de petróleo"", ""Alta dos preços do petróleo"", ""Alta dos preços do petróleo"", ""Tensões geopolíticas envolvendo Rússia e Ucrânia"", ""Alta dos preços do petróleo""]",0.3,seq,applied
2022-03-08,EXXO34,"[""Banimento das importações de petróleo russo pelos EUA"", ""Escalada do conflito Rússia-Ucrânia"", ""Alta do preço internacional do petróleo"", ""Conflito entre Rússia e Ucrânia elevando preocupações sobre oferta""]",Alta do preço internacional do petróleo,0.925457592995147,5,"[""2021-03-26"", ""2021-09-22"", ""2022-02-11"", ""2022-01-25"", ""2022-03-04""]","[""Alta do preço internacional do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta do preço do petróleo"", ""Alta do preço do petróleo"", ""Escalada da guerra entre Rússia e Ucrânia""]",0.3,seq,applied
2022-03-09,EXXO34,"[""Expectativa de liberação de reservas estratégicas"", ""Realização de lucros após forte alta recente"", ""Queda nos preços internacionais do petróleo"", ""Possível avanço diplomático entre Rússia e Ucrânia"", ""Queda do preço internacional do petróleo"", ""Notícias sobre negociações de paz entre Rússia e Ucrânia""]",Expectativa de liberação de reservas estratégicas,0.999999999998999,5,"[""2022-03-03"", ""2022-02-14"", ""2021-12-17"", ""2021-11-30"", ""2021-10-27""]","[""expectativa de liberação de reservas estratégicas"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-03-10,EXXO34,"[""Alta nos preços do petróleo"", ""Conflito Rússia-Ucrânia elevando demanda por empresas de energia"", ""Alta do preço internacional do petróleo"", ""Conflito Rússia-Ucrânia""]",Alta nos preços do petróleo,0.9999999999989988,5,"[""2022-01-14"", ""2022-01-11"", ""2021-11-23"", ""2021-11-08"", ""2021-11-01""]","[""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2022-03-11,EXXO34,"[""Guerra na Ucrânia"", ""Possíveis sanções ao petróleo russo"", ""Anúncio de troca do presidente da Petrobras"", ""Temor de intervenção do governo na política de preços"", ""Queda nos preços internacionais do petróleo"", ""Aversão ao risco nos mercados globais devido à guerra na Ucrânia""]",Queda nos preços internacionais do petróleo,0.9999999999989992,5,"[""2022-03-09"", ""2021-11-30"", ""2021-10-27"", ""2021-07-16"", ""2021-07-14""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-03-14,EXXO34,"[""Progresso nas negociações entre Rússia e Ucrânia"", ""Lockdowns na China afetando demanda"", ""Queda nos preços do petróleo"", ""Preocupações com demanda devido à Covid-19 na China"", ""preocupação com intervenção do governo na política de preços"", ""volatilidade nos preços internacionais do petróleo"", ""Queda do preço internacional do petróleo"", ""Aversão ao risco nos mercados globais devido à guerra na Ucrânia""]",Queda do preço internacional do petróleo,0.9999999999989988,5,"[""2022-02-15"", ""2021-11-19"", ""2021-11-11"", ""2021-09-30"", ""2021-08-19""]","[""Queda do preço internacional do petróleo"", ""Queda nos preços do petróleo"", ""Queda nos preços do petróleo"", ""Queda nos preços do petróleo"", ""Queda do preço internacional do petróleo""]",0.3,seq,applied
2022-03-15,EXXO34,"[""Lockdowns na China afetando demanda"", ""Expectativa de progresso nas negociações entre Rússia e Ucrânia"", ""Queda nos preços do petróleo"", ""Incertezas geopolíticas e lockdowns na China"", ""queda do preço internacional do petróleo"", ""incertezas sobre políticas de combustíveis no Brasil""]",Lockdowns na China afetando demanda,0.999999999998999,5,"[""2022-03-14"", ""2022-02-15"", ""2022-03-14"", ""2021-11-19"", ""2021-11-11""]","[""Lockdowns na China afetando demanda"", ""Queda do preço internacional do petróleo"", ""Queda nos preços do petróleo"", ""Queda nos preços do petróleo"", ""Queda nos preços do petróleo""]",0.3,seq,applied
2022-03-16,EXXO34,"[""Queda das ações da Exxon Mobil nos EUA"", ""Volatilidade nos mercados globais devido à guerra na Ucrânia e decisão do Fed sobre juros"", ""Queda nos preços internacionais do petróleo"", ""Aversão ao risco nos mercados globais""]",Queda nos preços internacionais do petróleo,0.9999999999989996,5,"[""2021-10-27"", ""2021-03-31"", ""2021-07-16"", ""2021-07-14"", ""2021-06-17""]","[""Queda nos preços internacionais do petróleo"", ""Aversão ao risco nos mercados globais"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-03-17,EXXO34,"[""Otimismo com negociações de paz entre Rússia e Ucrânia"", ""Decisão do Fed sobre juros e expectativas de demanda"", ""Queda nos preços internacionais do petróleo"", ""Incertezas sobre políticas de preços de combustíveis no Brasil"", ""Alta do preço internacional do petróleo"", ""Otimismo do mercado com o setor de óleo e gás""]",Queda nos preços internacionais do petróleo,0.999999999998999,5,"[""2021-12-17"", ""2021-11-30"", ""2021-07-16"", ""2021-07-14"", ""2021-06-17""]","[""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-03-18,EXXO34,"[""Alta nos preços internacionais do petróleo"", ""Otimismo do mercado com o setor de commodities"", ""Alta nos preços internacionais do petróleo"", ""Otimismo com resultados operacionais da empresa""]",Alta nos preços internacionais do petróleo,0.9835742919738971,5,"[""2021-09-22"", ""2021-09-22"", ""2021-02-05"", ""2021-02-05"", ""2022-01-11""]","[""Alta nos preços internacionais do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta nos preços internacionais do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2022-03-21,EXXO34,"[""Temores de interrupção no fornecimento russo devido à guerra na Ucrânia"", ""Ataques a instalações petrolíferas na Arábia Saudita"", ""Alta nos preços do petróleo"", ""Tensões geopolíticas envolvendo Rússia e Ucrânia"", ""Alta dos preços internacionais do petróleo"", ""Otimismo com o setor de energia""]",Tensões geopolíticas envolvendo Rússia e Ucrânia,0.9999999999989992,5,"[""2022-03-07"", ""2022-03-04"", ""2022-01-11"", ""2021-11-08"", ""2021-11-01""]","[""Tensões geopolíticas envolvendo Rússia e Ucrânia"", ""Tensões geopolíticas envolvendo Rússia e Ucrânia"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2022-03-23,EXXO34,"[""Temores de interrupção de oferta devido à guerra na Ucrânia"", ""Ataques a instalações petrolíferas na Arábia Saudita"", ""Alta nos preços do petróleo"", ""Otimismo com o setor de óleo e gás""]",Ataques a instalações petrolíferas na Arábia Saudita,0.9999999999989996,5,"[""2022-03-21"", ""2022-03-21"", ""2022-01-18"", ""2022-01-14"", ""2021-11-23""]","[""Ataques a instalações petrolíferas na Arábia Saudita"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo"", ""Alta nos preços do petróleo""]",0.3,seq,applied
2022-03-24,EXXO34,"[""Lockdowns na China afetando demanda"", ""Negociações de cessar-fogo entre Rússia e Ucrânia"", ""realização de lucros no setor de petróleo"", ""queda dos preços internacionais do petróleo""]",Lockdowns na China afetando demanda,0.9480281438643503,5,"[""2022-03-15"", ""2022-03-14"", ""2022-02-15"", ""2021-08-19"", ""2021-11-26""]","[""Lockdowns na China afetando demanda"", ""Lockdowns na China afetando demanda"", ""Queda do preço internacional do petróleo"", ""Queda do preço internacional do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-03-25,EXXO34,"[""realização de lucros"", ""queda nos preços do petróleo""]",queda nos preços do petróleo,0.9999999999989992,5,"[""2022-03-14"", ""2021-11-19"", ""2021-11-11"", ""2022-02-01"", ""2021-03-18""]","[""Queda nos preços do petróleo"", ""Queda nos preços do petróleo"", ""Queda nos preços do petróleo"", ""realização de lucros"", ""Queda nos preços do petróleo""]",0.3,seq,applied
2022-03-28,EXXO34,"[""Progresso nas negociações de paz entre Rússia e Ucrânia"", ""Lockdowns na China afetando a demanda por petróleo"", ""Queda nos preços internacionais do petróleo"", ""Realização de lucros após altas anteriores"", ""Demissão do presidente da Petrobras"", ""Temor de interferência política na gestão da empresa""]",Realização de lucros após altas anteriores,0.999999999998999,5,"[""2022-02-15"", ""2022-02-14"", ""2021-11-26"", ""2021-10-27"", ""2021-07-16""]","[""Realização de lucros após altas anteriores"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
2022-03-29,EXXO34,"[""Progresso nas negociações de paz entre Rússia e Ucrânia"", ""Lockdowns na China afetando a demanda"", ""Alta do preço do petróleo"", ""Indicação de novo presidente para a Petrobras""]",Progresso nas negociações de paz entre Rússia e Ucrânia,0.9974976889365056,5,"[""2022-03-28"", ""2022-03-24"", ""2022-03-15"", ""2022-03-14"", ""2022-02-11""]","[""Progresso nas negociações de paz entre Rússia e Ucrânia"", ""Lockdowns na China afetando demanda"", ""Lockdowns na China afetando demanda"", ""Lockdowns na China afetando demanda"", ""Alta do preço do petróleo""]",0.3,seq,applied
2022-03-30,EXXO34,"[""Tensões geopolíticas envolvendo Rússia e Europa"", ""Preocupações com restrição de oferta global"", ""Alta dos preços do petróleo"", ""Valorização das ações da Exxon Mobil nos EUA"", ""Alta do preço internacional do petróleo"", ""Expectativas positivas sobre a política de preços da Petrobras""]",Alta dos preços do petróleo,0.9999999999989992,5,"[""2022-03-07"", ""2022-03-04"", ""2022-02-04"", ""2021-03-26"", ""2021-05-03""]","[""Alta dos preços do petróleo"", ""Alta dos preços do petróleo"", ""Alta dos preços do petróleo"", ""Alta do preço internacional do petróleo"", ""Alta dos preços do petróleo""]",0.3,seq,applied
2022-03-31,EXXO34,"[""Anúncio dos EUA de liberação de reservas estratégicas"", ""Expectativa de aumento da oferta global de petróleo"", ""realização de lucros no setor de petróleo"", ""queda dos preços internacionais do petróleo""]",Expectativa de aumento da oferta global de petróleo,0.9187734997686092,5,"[""2021-03-09"", ""2022-02-15"", ""2021-08-19"", ""2022-03-09"", ""2021-10-27""]","[""expectativa de aumento na oferta global de petróleo"", ""Queda do preço internacional do petróleo"", ""Queda do preço internacional do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Queda nos preços internacionais do petróleo""]",0.3,seq,applied
